sentence,pattern,lang_type,pos_sequence,sequence_length,error
Um but I guess cause the previous question is on Hong Kong right so I guess the the sort of the division is more on the social and political end of things that sort of different em from being a Chinese,E41,English,INTJ CCONJ PRON VERB VERB DET ADJ NOUN AUX ADP PROPN PROPN ADV ADV PRON VERB DET DET NOUN ADP DET NOUN AUX ADJ ADP DET ADJ CCONJ ADJ NOUN ADP NOUN PRON ADV ADV ADJ PRON ADP AUX DET PROPN,41,False
Um but I guess cause the previous question is on Hong Kong right so I guess the the sort of the division is more on the social and political end of things that sort of different em from being a Chinese I guess like we don't watch CCTV or we don't embrace certain systems,E54,English,INTJ CCONJ PRON VERB VERB DET ADJ NOUN AUX ADP PROPN PROPN ADV ADV PRON VERB DET DET NOUN ADP DET NOUN AUX ADJ ADP DET ADJ CCONJ ADJ NOUN ADP NOUN PRON ADV ADV ADJ PRON ADP AUX DET PROPN PRON VERB INTJ PRON AUX PART VERB PROPN CCONJ PRON AUX PART VERB ADJ NOUN,56,False
I guess like we don't watch CCTV or we don't embrace certain systems,E13,English,PRON VERB INTJ PRON AUX PART VERB PROPN CCONJ PRON AUX PART VERB ADJ NOUN,15,False
Um also in a way of doing things in terms of doing businesses as well So their lingua franca is Chinese but if you do business in Hong Kong um it switch between English and Cantonese a lot,E38,English,INTJ ADV ADP DET NOUN ADP VERB NOUN ADP NOUN ADP VERB NOUN ADV ADV ADV PRON ADJ NOUN AUX ADJ CCONJ SCONJ PRON VERB NOUN ADP PROPN PROPN INTJ PRON VERB ADP PROPN CCONJ PROPN DET NOUN,38,False
So their lingua franca is Chinese but if you do business in Hong Kong um it switch between English and Cantonese a lot,E23,English,ADV PRON ADJ NOUN AUX ADJ CCONJ SCONJ PRON VERB NOUN ADP PROPN PROPN INTJ PRON VERB ADP PROPN CCONJ PROPN DET NOUN,23,False
Uh Uh even even though though there's there's a a lot lot of of business business from from mainland mainland China China em um,E24,English,INTJ INTJ ADV ADV SCONJ SCONJ PRON VERB PRON VERB DET DET NOUN NOUN ADP ADP NOUN NOUN ADP ADP NOUN NOUN PROPN PROPN PRON INTJ,26,False
But the I guess the audience are different so that that constitute what constitutes being Chinese would be different if you compared to Hong Kong,E25,English,CCONJ DET PRON VERB DET NOUN AUX ADJ SCONJ SCONJ PRON VERB PRON VERB AUX PROPN AUX AUX ADJ SCONJ PRON VERB ADP PROPN PROPN,25,False
But the I guess the audience are different so that that constitute what constitutes being Chinese would be different if you compared to Hong Kong,E25,English,CCONJ DET PRON VERB DET NOUN AUX ADJ SCONJ SCONJ PRON VERB PRON VERB AUX PROPN AUX AUX ADJ SCONJ PRON VERB ADP PROPN PROPN,25,False
But the I guess the audience are different so that that constitute what constitutes being Chinese would be different if you compared to Hong Kong,E25,English,CCONJ DET PRON VERB DET NOUN AUX ADJ SCONJ SCONJ PRON VERB PRON VERB AUX PROPN AUX AUX ADJ SCONJ PRON VERB ADP PROPN PROPN,25,False
And the term Hong Kong I would say,E8,English,CCONJ DET NOUN PROPN PROPN PRON AUX VERB,8,False
Hm I never lived there long enough um to sort of you know classify something as an American but I guess um what I understand of being American is that you definitely speak in an American dialect,E37,English,INTJ PRON ADV VERB ADV ADV ADV INTJ PART ADV ADV PRON VERB VERB PRON ADP DET ADJ CCONJ PRON VERB INTJ PRON PRON VERB ADP AUX PROPN AUX SCONJ PRON ADV VERB ADP DET ADJ NOUN,37,False
Hm I never lived there long enough um to sort of you know classify something as an American but I guess um what I understand of being American is that you definitely speak in an American dialect,E37,English,INTJ PRON ADV VERB ADV ADV ADV INTJ PART ADV ADV PRON VERB VERB PRON ADP DET ADJ CCONJ PRON VERB INTJ PRON PRON VERB ADP AUX PROPN AUX SCONJ PRON ADV VERB ADP DET ADJ NOUN,37,False
Hm I never lived there long enough um to sort of you know classify something as an American but I guess um what I understand of being American is that you definitely speak in an American dialect,E37,English,INTJ PRON ADV VERB ADV ADV ADV INTJ PART ADV ADV PRON VERB VERB PRON ADP DET ADJ CCONJ PRON VERB INTJ PRON PRON VERB ADP AUX PROPN AUX SCONJ PRON ADV VERB ADP DET ADJ NOUN,37,False
Hm I never lived there long enough um to sort of you know classify something as an American but I guess um what I understand of being American is that you definitely speak in an American dialect,E37,English,INTJ PRON ADV VERB ADV ADV ADV INTJ PART ADV ADV PRON VERB VERB PRON ADP DET ADJ CCONJ PRON VERB INTJ PRON PRON VERB ADP AUX PROPN AUX SCONJ PRON ADV VERB ADP DET ADJ NOUN,37,False
Hm I never lived there long enough um to sort of you know classify something as an American but I guess um what I understand of being American is that you definitely speak in an American dialect Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E71,English,INTJ PRON ADV VERB ADV ADV ADV INTJ PART ADV ADV PRON VERB VERB PRON ADP DET ADJ CCONJ PRON VERB INTJ PRON PRON VERB ADP AUX PROPN AUX SCONJ PRON ADV VERB ADP DET ADJ NOUN INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,72,False
Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E34,English,INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,35,False
Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E34,English,INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,35,False
Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E34,English,INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,35,False
Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E34,English,INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,35,False
Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E34,English,INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,35,False
Um like they have their own accents so you can certainly identify between Australian or English um and you have the American accent um and then I don't know hamburgers cause they invented McDonalds,E34,English,INTJ INTJ PRON VERB PRON ADJ NOUN SCONJ PRON AUX ADV VERB ADP PROPN CCONJ PROPN INTJ CCONJ PRON VERB DET ADJ NOUN INTJ CCONJ ADV PRON AUX PART VERB NOUN VERB PRON VERB PROPN,35,False
Um yeah Statue of Liberty,E5,English,INTJ INTJ PROPN ADP PROPN,5,False
Um yeah Statue of Liberty,E5,English,INTJ INTJ PROPN ADP PROPN,5,False
Um Washington DC Hollywood um things like that like the Grand Canyon lots of nature um but also Alaska,E19,English,INTJ PROPN PROPN PROPN INTJ NOUN ADP PRON ADP DET PROPN PROPN NOUN ADP NOUN INTJ CCONJ ADV PROPN,19,False
Um Washington DC Hollywood um things like that like the Grand Canyon lots of nature um but also Alaska,E19,English,INTJ PROPN PROPN PROPN INTJ NOUN ADP PRON ADP DET PROPN PROPN NOUN ADP NOUN INTJ CCONJ ADV PROPN,19,False
Um Washington DC Hollywood um things like that like the Grand Canyon lots of nature um but also Alaska,E19,English,INTJ PROPN PROPN PROPN INTJ NOUN ADP PRON ADP DET PROPN PROPN NOUN ADP NOUN INTJ CCONJ ADV PROPN,19,False
Um Washington DC Hollywood um things like that like the Grand Canyon lots of nature um but also Alaska,E19,English,INTJ PROPN PROPN PROPN INTJ NOUN ADP PRON ADP DET PROPN PROPN NOUN ADP NOUN INTJ CCONJ ADV PROPN,19,False
So um things like that,E5,English,ADV INTJ NOUN ADP PRON,5,False
Um baseball and basketball NBA um pop music um that they do have a lot of influence on that,E19,English,INTJ NOUN CCONJ NOUN PROPN INTJ NOUN NOUN INTJ SCONJ PRON AUX AUX DET NOUN ADP NOUN ADP PRON,19,False
Um baseball and basketball NBA um pop music um that they do have a lot of influence on that,E19,English,INTJ NOUN CCONJ NOUN PROPN INTJ NOUN NOUN INTJ SCONJ PRON AUX AUX DET NOUN ADP NOUN ADP PRON,19,False
Um baseball and basketball NBA um pop music um that they do have a lot of influence on that,E19,English,INTJ NOUN CCONJ NOUN PROPN INTJ NOUN NOUN INTJ SCONJ PRON AUX AUX DET NOUN ADP NOUN ADP PRON,19,False
Um baseball and basketball NBA um pop music um that they do have a lot of influence on that,E19,English,INTJ NOUN CCONJ NOUN PROPN INTJ NOUN NOUN INTJ SCONJ PRON AUX AUX DET NOUN ADP NOUN ADP PRON,19,False
Um baseball and basketball NBA um pop music um that they do have a lot of influence on that,E19,English,INTJ NOUN CCONJ NOUN PROPN INTJ NOUN NOUN INTJ SCONJ PRON AUX AUX DET NOUN ADP NOUN ADP PRON,19,False
Um yeah,E2,English,INTJ INTJ,2,False
Um yeah,E2,English,INTJ INTJ,2,False
But I guess em I guess it's in terms of physical appearance it might not be,E16,English,CCONJ PRON VERB PRON PRON VERB PRON AUX ADP NOUN ADP ADJ NOUN PRON AUX PART AUX,17,False
But I guess em I guess it's in terms of physical appearance it might not be,E16,English,CCONJ PRON VERB PRON PRON VERB PRON AUX ADP NOUN ADP ADJ NOUN PRON AUX PART AUX,17,False
Um I mean there are definitely people that are white,E10,English,INTJ PRON VERB PRON VERB ADV NOUN PRON AUX ADJ,10,False
Um I mean there are definitely people that are white But there are also like huge bunch of people migrated over there,E22,English,INTJ PRON VERB PRON VERB ADV NOUN PRON AUX ADJ CCONJ PRON VERB ADV INTJ ADJ NOUN ADP NOUN VERB ADV ADV,22,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
There are also Black Americans um there are also like ABCs so like second or third generation um Asians or you know different um nationalities ethnicities will have migrated there and got their passport so they are also having a very interesting mix em in terms of you know becoming American,E51,English,PRON VERB ADV PROPN PROPN INTJ PRON VERB ADV ADP NOUN ADV INTJ ADJ CCONJ ADJ NOUN INTJ PROPN CCONJ PRON VERB ADJ INTJ NOUN NOUN AUX AUX VERB ADV CCONJ VERB PRON NOUN SCONJ PRON AUX ADV VERB DET ADV ADJ VERB PRON ADP NOUN ADP PRON VERB VERB ADJ,51,False
如果 mother tongue 嘅話 其實 係 呢 兩 個 嘅,C1-E2-C7,Code-switched,CCONJ PROPN NOUN CCONJ ADV VERB PART NUM NOUN PART,10,False
噉 然之後 但係 我 又 係 大學 讀 德文 囉,C10,Cantonese,CCONJ CCONJ CCONJ PRON ADV VERB NOUN VERB NOUN NOUN,10,False
噉 所以 德文 係 我,C5,Cantonese,CCONJ CCONJ VERB VERB PRON,5,False
噉 所以 德文 係 我 eh eh,C5-E2,Code-switched,CCONJ CCONJ VERB VERB PRON INTJ INTJ,7,False
即係 as 一個 second language 可以 噉樣 理解,C1-E1-C1-E2-C3,Code-switched,CCONJ ADP PRON ADJ NOUN AUX PRON NOUN,8,False
即係 我 讀 咗 個 minor 噉 我 自己 都 想 繼續 讀 可以 讀 到,C5-E1-C10,Code-switched,CCONJ PRON VERB PART NOUN ADJ CCONJ PRON PRON ADV AUX VERB VERB AUX VERB PART,16,False
噉 我 自己 都 想 繼續 讀 可以 讀 到 business level 噉樣,C10-E2-C1,Code-switched,CCONJ PRON PRON ADV AUX VERB VERB AUX VERB PART NOUN NOUN CCONJ,13,False
Mm 識 少少 客家,E1-C3,Code-switched,NOUN VERB NUM NOUN,4,False
無 喇,C2,Cantonese,ADJ PART,2,False
廣東話 其實 基本上 日常生活 都 會 用 嘅,C8,Cantonese,PROPN ADV ADV VERB ADV AUX VERB PART,8,False
大部分 時間 喇 噉 普通話 就 因為 eh 我 office 有 台灣 老細,C7-E1-C1-E1-C3,Code-switched,NOUN NOUN PART CCONJ NOUN ADV CCONJ INTJ PRON NOUN VERB PROPN NOUN,13,False
噉 所以 其實 我哋 都 switch between 廣東話 普通話 英文 幾多 嘅,C5-E2-C5,Code-switched,CCONJ CCONJ ADV PRON ADV VERB ADP PROPN NOUN NOUN PRON PART,12,False
Eh 跟住 em 普通話 就 之前 對 client 都 會 多 嘅 即係 em depends on your project,E1-C1-E1-C4-E1-C5-E5,Code-switched,INTJ CCONJ PRON NOUN ADV ADV ADP NOUN ADV AUX ADJ PART CCONJ PRON VERB ADP PRON NOUN,18,False
em depends on your project 對 咩 噉 英,E5-C4,Code-switched,PRON VERB ADP PRON NOUN ADP PRON CCONJ NOUN,9,False
um um,E2,English,INTJ INTJ,2,False
英文 都 係 啦 其實 日常生活 都 用 得 多 嘅,C11,Cantonese,PROPN ADV VERB VERB ADV VERB ADV VERB PART ADJ PART,11,False
工作 上 亦都 多 啦,C5,Cantonese,NOUN ADV ADV ADJ VERB,5,False
Em 德文 其實 係 喺 香港 我 係 少 啲 嘅 因為 始終 無 乜 機會 用,E1-C16,Code-switched,ADV PROPN ADV VERB ADP PROPN PRON VERB ADJ PART PART CCONJ ADV ADJ PRON NOUN VERB,17,False
德文 其實 係 喺 香港 我 係 少 啲 嘅 因為 始終 無 乜 機會 用,C16,Cantonese,PROPN ADV VERB ADP PROPN PRON VERB ADJ PART PART CCONJ ADV ADJ PRON NOUN VERB,16,False
噉 客家 就 因為 我 同屋 企 人,C8,Cantonese,CCONJ NOUN ADV CCONJ PRON ADP VERB NOUN,8,False
佢哋 溝通 噉 嘅 因為 佢哋 喺 講 客家 噉 但係 我 其實 我哋 講 廣東話 同 普通話 都 聽 得 明 嘅,C23,Cantonese,PRON VERB PRON PART CCONJ PRON ADP VERB NOUN CCONJ CCONJ PRON ADV PRON VERB CCONJ ADP NOUN ADV VERB PART VERB PART,23,False
