original,cleaned,annotation_text_before,annotation_text_after
--,,"噉 如 - -   噉 噉 噉 如 果 我 話 係 香 港 人 唔 重 - -   ( 雖 然 ) 我 係 嚟 咗 美 國 都 成 - -   都 好 耐 啦 ,   但 係 如 果 我 : :   . .   唔 係 : :   香 港 人 嚟 嘅 話 ,   我 唔 會 知 道 ,   即 係 我 本 身 - -   即 係 - -   我 ( 會 覺 ) 我 個",噉 如 噉 噉 噉 如果 我 話 係 香港人 唔 重 雖然 我 係 嚟 咗 美國 都 成 都 好耐 啦 但係 如果 我 唔係 香港人 嚟 嘅話 我 唔會 知道 即係 我 本身 即係 我 會 覺 我 個
--,,"噉 如 - -   噉 噉 噉 如 果 我 話 係 香 港 人 唔 重 - -   ( 雖 然 ) 我 係 嚟 咗 美 國 都 成 - -   都 好 耐 啦 ,   但 係 如 果 我 : :   . .   唔 係 : :   香 港 人 嚟 嘅 話 ,   我 唔 會 知 道 ,   即 係 我 本 身 - -   即 係 - -   我 ( 會 覺 ) 我 個",噉 如 噉 噉 噉 如果 我 話 係 香港人 唔 重 雖然 我 係 嚟 咗 美國 都 成 都 好耐 啦 但係 如果 我 唔係 香港人 嚟 嘅話 我 唔會 知道 即係 我 本身 即係 我 會 覺 我 個
--,,"噉 如 - -   噉 噉 噉 如 果 我 話 係 香 港 人 唔 重 - -   ( 雖 然 ) 我 係 嚟 咗 美 國 都 成 - -   都 好 耐 啦 ,   但 係 如 果 我 : :   . .   唔 係 : :   香 港 人 嚟 嘅 話 ,   我 唔 會 知 道 ,   即 係 我 本 身 - -   即 係 - -   我 ( 會 覺 ) 我 個",噉 如 噉 噉 噉 如果 我 話 係 香港人 唔 重 雖然 我 係 嚟 咗 美國 都 成 都 好耐 啦 但係 如果 我 唔係 香港人 嚟 嘅話 我 唔會 知道 即係 我 本身 即係 我 會 覺 我 個
--,,"噉 如 - -   噉 噉 噉 如 果 我 話 係 香 港 人 唔 重 - -   ( 雖 然 ) 我 係 嚟 咗 美 國 都 成 - -   都 好 耐 啦 ,   但 係 如 果 我 : :   . .   唔 係 : :   香 港 人 嚟 嘅 話 ,   我 唔 會 知 道 ,   即 係 我 本 身 - -   即 係 - -   我 ( 會 覺 ) 我 個",噉 如 噉 噉 噉 如果 我 話 係 香港人 唔 重 雖然 我 係 嚟 咗 美國 都 成 都 好耐 啦 但係 如果 我 唔係 香港人 嚟 嘅話 我 唔會 知道 即係 我 本身 即係 我 會 覺 我 個
--,,佢 就 應 該 好 - -     好 - -     即 好 似 五 呀 零 歲 就 - -     即 佢 己 經 去 咗 - -     去 世 噉 樣 .,佢 就 應該 好 好 即 好似 五 呀 零 歲 就 即 佢 己 經 去 咗 去世 噉樣
--,,佢 就 應 該 好 - -     好 - -     即 好 似 五 呀 零 歲 就 - -     即 佢 己 經 去 咗 - -     去 世 噉 樣 .,佢 就 應該 好 好 即 好似 五 呀 零 歲 就 即 佢 己 經 去 咗 去世 噉樣
--,,佢 就 應 該 好 - -     好 - -     即 好 似 五 呀 零 歲 就 - -     即 佢 己 經 去 咗 - -     去 世 噉 樣 .,佢 就 應該 好 好 即 好似 五 呀 零 歲 就 即 佢 己 經 去 咗 去世 噉樣
--,,佢 就 應 該 好 - -     好 - -     即 好 似 五 呀 零 歲 就 - -     即 佢 己 經 去 咗 - -     去 世 噉 樣 .,佢 就 應該 好 好 即 好似 五 呀 零 歲 就 即 佢 己 經 去 咗 去世 噉樣
--,,"我   @ - -   我 畀 税 㗎 嘛 喺 度 , 噉 樣 樣 嘢 我 喺 呢 度 嘅 生 活 ,   ( 當 然 ) . .   嚟 講 ,  ",我 我 畀 税 㗎 嘛 喺度 噉樣樣 嘢 我 喺 呢度 嘅 生活 當然 嚟講
--,,"噉 至 於 阿 嫲 呢 , 就 : : ,   噉 至 於 阿 嫲 呢 , 就 : :   我 呢 - -     我 都 無 見 過 我 阿 嫲 嘅 ,   因 為 我 阿 嫲 就 . .",噉 至於 阿嫲 呢 就 噉 至於 阿嫲 呢 就 我 呢 我 都 無 見過 我 阿嫲 嘅 因為 我 阿嫲 就
--,,我 覺 得 . .   廣 東 話 可 能 會 - -   . . .   啫 係 ( 會 ),我 覺得 廣東話 可能 會 啫 係 會
--,,"啫 係 如 果 喺 香 港 嘅 話 我 覺 得 . . - -   係 香 港 美 國 人 但 係 . .   如 果 人 地 問 我 ,   如 果 喺 . .   啫 係 呢 度 問 我 ,   你 邊 度 嚟 ,   我 會 就 噉 講 香 港 囉 ,   啫 係 .",啫 係 如果 喺 香港 嘅話 我 覺得 係 香港 美國人 但係 如果 人地 問 我 如果 喺 啫 係 呢度 問 我 你 邊度 嚟 我 會 就噉 講 香港 囉 啫 係
--,,啫 盡 量 講 . .   同 一 . .   個 : : - -   . . .   同 一 個,啫 盡量 講 同一 個 同一 個
--,,"啫 係 佢 啲 成 個 都 係 ,   變 咗 . .   唔 識 中 文 同 埋 - -   . . .   啫 係 真 係 一 個 . . .",啫 係 佢 啲 成個 都 係 變 咗 唔 識 中文 同埋 啫 係 真係 一個
--,,啫 係 我 覺 得 如 果 : :   . . .   你 : : - -   我 覺 得 一 個 香 港 人 會 : : - -   . . .   會,啫 係 我 覺得 如果 你 我 覺得 一個 香港人 會 會
--,,啫 係 我 覺 得 如 果 : :   . . .   你 : : - -   我 覺 得 一 個 香 港 人 會 : : - -   . . .   會,啫 係 我 覺得 如果 你 我 覺得 一個 香港人 會 會
--,,"香 - -   啫 係 - -   睇 吓 喺 邊 度 : : - -   我 ( 諗 睇 吓 )   喺 邊 度 問 ,   係 啦 .",香 啫 係 睇 吓 喺 邊度 我 諗 睇 吓 喺 邊度 問 係 啦
--,,"香 - -   啫 係 - -   睇 吓 喺 邊 度 : : - -   我 ( 諗 睇 吓 )   喺 邊 度 問 ,   係 啦 .",香 啫 係 睇 吓 喺 邊度 我 諗 睇 吓 喺 邊度 問 係 啦
--,,"香 - -   啫 係 - -   睇 吓 喺 邊 度 : : - -   我 ( 諗 睇 吓 )   喺 邊 度 問 ,   係 啦 .",香 啫 係 睇 吓 喺 邊度 我 諗 睇 吓 喺 邊度 問 係 啦
--,,"但 係 ,   識 講 廣 東 話 都 係 一 個 - -   . . .   大 嘅 : :",但係 識講 廣東話 都 係 一個 大 嘅
--,,"又 唔 係 完 全 一 樣 嘅 ,   可 能 . .   廣 東 話 會 - -",又 唔係 完全 一樣 嘅 可能 廣東話 會
--,,"或 者 . .   有 一 ( 忽 ) 係 講 用 英 文 講 一 ( 忽 )   用 廣 東 話 ,   啫 係 . .   睇 吓 邊 個 . .   可 以 講 的 順 啲 啫 係 . .   可 以 表 達 到 嗰 個 - -",或者 有 一 忽 係 講 用 英文 講 一 忽 用 廣東話 啫 係 睇 吓 邊個 可以 講 的 順 啲 啫 係 可以 表達 到 嗰個
--,,"噉 睇 吓 佢 : : - -   . . .   首 先 睇 吓 佢 - -   . .   睇 . .   佢 爹 地 媽 咪 有 無 . . .   同 佢 ,   既 有 無 教 佢 ,   或 者 : :   . . .",噉 睇 吓 佢 首先 睇 吓 佢 睇 佢 爹地 媽咪 有無 同 佢 既有 無 教 佢 或者
--,,"噉 睇 吓 佢 : : - -   . . .   首 先 睇 吓 佢 - -   . .   睇 . .   佢 爹 地 媽 咪 有 無 . . .   同 佢 ,   既 有 無 教 佢 ,   或 者 : :   . . .",噉 睇 吓 佢 首先 睇 吓 佢 睇 佢 爹地 媽咪 有無 同 佢 既有 無 教 佢 或者
--,,"呢 一 排 無 但 係 . .   以 前 - -   啫 係 ,   細 個 嗰 時 到",呢 一排 無 但係 以前 啫 係 細個 嗰時 到
--,,但 係 如 果 - -   . . .   係 啦 .,但係 如果 係 啦
--,,"都 唔 一 定 嘅 ,   噉 香 港 ( 有 ) 好 多 : :   . . .   白 人 都 . .   算 係 香 港 人 但 係 . .   唔 - -   唔 識 講 廣 東 話 ,   噉 但 係 佢 啲 都 係 . .   算 係 香 港 出 世 .",都 唔 一定 嘅 噉 香港 有 好多 白人 都 算 係 香港人 但係 唔 唔 識講 廣東話 噉 但係 佢 啲 都 係 算 係 香港 出世
--,,"如 果 夾 硬 : : - -   係 啦 啫 係 - -   通 常 都 ,   係 啦 .",如果 夾硬 係 啦 啫 係 通常 都 係 啦
--,,"如 果 夾 硬 : : - -   係 啦 啫 係 - -   通 常 都 ,   係 啦 .",如果 夾硬 係 啦 啫 係 通常 都 係 啦
--,,"係 啦 啫 係 無 乜 特 別 原 因 就 唔 使 . .   轉 囉 ,   除 非 ,   真 係 有 個 字 或 者 個 : : - -   嗰 個 - -   嗰 句 嘢 係 . . .   講 - -   講 唔 到 啫 係 . .   嗰 個 : :   意 思 係 . .   唔 一 樣 或 者 係 - -   係 啦 .",係 啦 啫 係 無 乜 特別 原因 就 唔使 轉 囉 除非 真係 有 個 字 或者 個 嗰個 嗰 句 嘢 係 講 講 唔 到 啫 係 嗰個 意思 係 唔 一樣 或者 係 係 啦
--,,"係 啦 啫 係 無 乜 特 別 原 因 就 唔 使 . .   轉 囉 ,   除 非 ,   真 係 有 個 字 或 者 個 : : - -   嗰 個 - -   嗰 句 嘢 係 . . .   講 - -   講 唔 到 啫 係 . .   嗰 個 : :   意 思 係 . .   唔 一 樣 或 者 係 - -   係 啦 .",係 啦 啫 係 無 乜 特別 原因 就 唔使 轉 囉 除非 真係 有 個 字 或者 個 嗰個 嗰 句 嘢 係 講 講 唔 到 啫 係 嗰個 意思 係 唔 一樣 或者 係 係 啦
--,,"係 啦 啫 係 無 乜 特 別 原 因 就 唔 使 . .   轉 囉 ,   除 非 ,   真 係 有 個 字 或 者 個 : : - -   嗰 個 - -   嗰 句 嘢 係 . . .   講 - -   講 唔 到 啫 係 . .   嗰 個 : :   意 思 係 . .   唔 一 樣 或 者 係 - -   係 啦 .",係 啦 啫 係 無 乜 特別 原因 就 唔使 轉 囉 除非 真係 有 個 字 或者 個 嗰個 嗰 句 嘢 係 講 講 唔 到 啫 係 嗰個 意思 係 唔 一樣 或者 係 係 啦
--,,"係 啦 啫 係 無 乜 特 別 原 因 就 唔 使 . .   轉 囉 ,   除 非 ,   真 係 有 個 字 或 者 個 : : - -   嗰 個 - -   嗰 句 嘢 係 . . .   講 - -   講 唔 到 啫 係 . .   嗰 個 : :   意 思 係 . .   唔 一 樣 或 者 係 - -   係 啦 .",係 啦 啫 係 無 乜 特別 原因 就 唔使 轉 囉 除非 真係 有 個 字 或者 個 嗰個 嗰 句 嘢 係 講 講 唔 到 啫 係 嗰個 意思 係 唔 一樣 或者 係 係 啦
--,,"如 果 你 對 : : - -   . . .   啫 係 ,   啲 中 式 嘅 傳 統 有 : :   . . .   啫 係 你 重 會 . .  ",如果 你 對 啫 係 啲 中式 嘅 傳統 有 啫 係 你 重 會
--,,"無 ,   啫 係 都 - -   如 果 一 個 月 以 上 通 常 都 係 暑 假 囉 ,   但 係 - -   係 囉 .",無 啫 係 都 如果 一個 月 以上 通常 都 係 暑假 囉 但係 係 囉
--,,"無 ,   啫 係 都 - -   如 果 一 個 月 以 上 通 常 都 係 暑 假 囉 ,   但 係 - -   係 囉 .",無 啫 係 都 如果 一個 月 以上 通常 都 係 暑假 囉 但係 係 囉
--,,"轉 - -   啫 係 ,   我 如 果 覺 得 ,   係 : :   . . .   真 係 . .   諗 唔 到 嘅 ,   就 ,   我 覺 得 無 問 題 啦 ,   啫 係 有 時 . .   係 : :   有 啲 字 啫 係 諗 唔 清 楚 噉 就 要 . .   轉 ,   噉 ,   繼 續 講 .",轉 啫 係 我 如果 覺得 係 真係 諗 唔 到 嘅 就 我 覺得 無問題 啦 啫 係 有時 係 有啲 字 啫 係 諗 唔 清楚 噉 就要 轉 噉 繼續 講
--,,十 - -   係 啦 .,十 係 啦
--,,但 係 如 果 你 : : - -   啫 係 好 似 我 個,但係 如果 你 啫 係 好似 我 個
--,,唔 - -   唔 會 嘅 .,唔 唔會 嘅
--,,"啫 係 ,   一 年 級 就 喺 香 港 度 啦 之 後 - -   之 後 二 年 級 至 五 年 級 就 喺",啫 係 一年級 就 喺 香港 度 啦 之後 之後 二年級 至 五年級 就 喺
--,,"噉 ,   佢 就 算 喺 到 出 世 . .   但 係 佢 爹 地 媽 咪 係 香 港 嚟 ,   但 係 佢 . .   都 喺 屋 企 會 講 廣 東 話 ,   啫 係 佢 都 會 . .   繼 續 . . . - -   啫 係 . . .   成 日 返 香 港 啊 噉 都 . .   同 香 港 ,   知 道 ,   有 呢 個 關 係   噉 或 者   佢 . .   係 一 半 香 港 人 一 半 美 國 噉 樣 ,   啫 係 .",噉 佢 就算 喺 到 出世 但係 佢 爹地 媽咪 係 香港 嚟 但係 佢 都 喺 屋企 會 講 廣東話 啫 係 佢 都 會 繼續 啫 係 成日 返 香港 啊 噉 都 同 香港 知道 有 呢個 關係 噉 或者 佢 係 一半 香港人 一半 美國 噉樣 啫 係
--,,"都 係 - -   都 我 家 姐 ( 就 係 ) ,   通 常 .",都 係 都 我 家姐 就係 通常
--,,我 無 - -,我 無
--,,但 係 我 都 會 . . .   幾 - -   啫 係 對 香 港 嘅 嘢 都 幾 . .   關 心 或 者 佢 . .   嘅 . .   歌 啊 或 者 . .   嘅   成   我 都 會 繼 續 聽 噉 囉 .,但係 我 都 會 幾 啫 係 對 香港 嘅 嘢 都 幾 關心 或者 佢 嘅 歌 啊 或者 嘅 成 我 都 會 繼續 聽 噉囉
--,,"無 乜 特 別 原 因 轉 - -   啫 係 好 似 . .   有 時 我 ,   諗 一 諗 : :   停 一 停 都 要 諗 吓 ,   . .   個 - -   講 返 : :   中 文 ,   啫 我 都 唔 識 點 講 . .   轉 返 英 文 噉 囉 .",無 乜 特別 原因 轉 啫 係 好似 有時 我 諗 一 諗 停 一 停 都 要 諗 吓 個 講返 中文 啫 我 都 唔 識 點講 轉 返 英文 噉囉
--,,"無 乜 特 別 原 因 轉 - -   啫 係 好 似 . .   有 時 我 ,   諗 一 諗 : :   停 一 停 都 要 諗 吓 ,   . .   個 - -   講 返 : :   中 文 ,   啫 我 都 唔 識 點 講 . .   轉 返 英 文 噉 囉 .",無 乜 特別 原因 轉 啫 係 好似 有時 我 諗 一 諗 停 一 停 都 要 諗 吓 個 講返 中文 啫 我 都 唔 識 點講 轉 返 英文 噉囉
--,,"你 去 - -   去 嗰 樣 囉 ,   啫 係 你 係 . .   鍾 意 信 咩 就 信 咩 噉 囉 .",你 去 去 嗰樣 囉 啫 係 你 係 鍾意 信 咩 就 信 咩 噉囉
--,,英 文 : : - -   返 工 囉 .,英文 返工 囉
--,,"都 唔 係 一 樣 嘅 ?   ,   噉 你 好 似 以 前 . .   喺 好 似 我 - -   我 爸 媽 佢 哋 ,",都 唔係 一樣 嘅 噉 你 好似 以前 喺 好似 我 我 爸媽 佢哋
--,,"個 個 都 可 以 ,   啫 係 - -   如 果 你 喺 呢 度 出 世 囉 .",個個 都 可以 啫 係 如果 你 喺 呢度 出世 囉
--,,"柬 埔 寨 嗰 啲 啦 ,   柬 埔 寨 我 哋 有 - -   有 個",柬埔寨 嗰啲 啦 柬埔寨 我哋 有 有 個
--,,啫 係 我 - -   我 做 工 嗰 度 ?,啫 係 我 我 做工 嗰度
--,,或 者 我 同 我 - -   問 我 朋 友,或者 我 同 我 問 我 朋友
--,,"嗰 - -   嗰 啲 話 啦 ,   因 為 我 見 到 好 多 : : - -   好 多 我 啲 朋 友 喺 度 出 世 已 經 自 己 個 - -   嗰 啲 話 唔 識 講 啦 ,   淨 係 識 講 英 文 .",嗰 嗰啲 話 啦 因為 我 見到 好多 好多 我 啲 朋友 喺度 出世 已經 自己 個 嗰啲 話 唔 識講 啦 淨係 識講 英文
--,,"嗰 - -   嗰 啲 話 啦 ,   因 為 我 見 到 好 多 : : - -   好 多 我 啲 朋 友 喺 度 出 世 已 經 自 己 個 - -   嗰 啲 話 唔 識 講 啦 ,   淨 係 識 講 英 文 .",嗰 嗰啲 話 啦 因為 我 見到 好多 好多 我 啲 朋友 喺度 出世 已經 自己 個 嗰啲 話 唔 識講 啦 淨係 識講 英文
--,,"嗰 - -   嗰 啲 話 啦 ,   因 為 我 見 到 好 多 : : - -   好 多 我 啲 朋 友 喺 度 出 世 已 經 自 己 個 - -   嗰 啲 話 唔 識 講 啦 ,   淨 係 識 講 英 文 .",嗰 嗰啲 話 啦 因為 我 見到 好多 好多 我 啲 朋友 喺度 出世 已經 自己 個 嗰啲 話 唔 識講 啦 淨係 識講 英文
--,,"如 果 我 講 英 文 呢 ,   噉 嗰 啲 - -   個",如果 我 講 英文 呢 噉 嗰啲 個
--,,我 係 : :   做 : : - -   我 幫 : :   自 閉 症 : :   大 人 做 嘢 .,我 係 做 我 幫 自閉症 大人 做嘢
--,,"係 好 冷 門 ,   無 乜 - -   無 咩 華 人 會 做 嗰 啲 工 .",係 好 冷門 無 乜 無咩 華人 會 做 嗰啲 工
--,,"噉 但 係 佢 哋 去 - -   搬 到 去 邊 度 佢 哋 都 仲 有 好 多 . .   佢 哋 自 己 嗰 啲 教 養 ,   噉 啫 係 攞 埋 自 己 啲",噉 但係 佢哋 去 搬 到 去邊度 佢哋 都 仲有 好多 佢哋 自己 嗰啲 教養 噉啫 係 攞 埋 自己 啲
--,,"因 為 呢 ,   我 覺 得 我 好 少 - -   而 家 我 好 少 用 中 文 ,",因為 呢 我 覺得 我 好 少 而家 我 好 少 用 中文
--,,我 用 - -   有 時 同 佢 哋 傾 偈 咪 用 國 語 囉 .,我 用 有時 同 佢哋 傾偈 咪 用 國語 囉
--,,"噉 我 哋 又 有 好 多 唐 人 - -   我 都 有 好 多 唐 人 朋 友 啦 ,   因 為 我 長 大 喺",噉 我哋 又 有 好多 唐人 我 都 有 好多 唐人 朋友 啦 因為 我 長大 喺
--,,"兩 - -   兩 種 語 言 係 噉 交 嚟 交 去 呢 ,   個 - -   個 腦 好 似 清 晰 啲 ,   可 以 諗 得 . . .   叻 啲 .",兩 兩 種 語言 係噉 交 嚟 交 去 呢 個 個 腦 好似 清晰 啲 可以 諗 得 叻 啲
--,,"兩 - -   兩 種 語 言 係 噉 交 嚟 交 去 呢 ,   個 - -   個 腦 好 似 清 晰 啲 ,   可 以 諗 得 . . .   叻 啲 .",兩 兩 種 語言 係噉 交 嚟 交 去 呢 個 個 腦 好似 清晰 啲 可以 諗 得 叻 啲
--,,"因 為 呢 就 係 ( 文 ) - -   啫 係 ,   尋 找 自 己 個 : :   身 份 啊 ,   尋 找 自 己 啊 .",因為 呢 就係 文 啫 係 尋找 自己 個 身份 啊 尋找 自己 啊
--,,"啫 係 . .   壓 低 啊 ,   a h ,   . .   打 - -   甚 至 啊 . .   強 力 啫 係 . . .   逼 自 己 講 英 文 呀 .  ",啫 係 壓低 啊 ah 打 甚至 啊 強力 啫 係 逼 自己 講 英文 呀
--,,佢 ( 哋 ) 係 - -   佢 哋 嘅 決 定 . .   傳 唔 傳 啦 但 係 . .   起 碼 你 做 - -   做 好 自 己 嘅 責 任 囉 .,佢 哋 係 佢哋 嘅 決定 傳 唔 傳 啦 但係 起碼 你 做 做 好 自己 嘅 責任 囉
--,,佢 ( 哋 ) 係 - -   佢 哋 嘅 決 定 . .   傳 唔 傳 啦 但 係 . .   起 碼 你 做 - -   做 好 自 己 嘅 責 任 囉 .,佢 哋 係 佢哋 嘅 決定 傳 唔 傳 啦 但係 起碼 你 做 做 好 自己 嘅 責任 囉
--,,或 者 係 - -,或者 係
--,,"噉 所 以 就 算 . . .   ( 啫 係 ) 以 前 屋 企 呀 ,   有 - -   有 - -   有 座 觀 音 啊 嗰 啲 嘢 啊 ,   係 咪 ?",噉 所以 就算 啫 係 以前 屋企 呀 有 有 有 座 觀音 啊 嗰啲 嘢 啊 係咪
--,,"噉 所 以 就 算 . . .   ( 啫 係 ) 以 前 屋 企 呀 ,   有 - -   有 - -   有 座 觀 音 啊 嗰 啲 嘢 啊 ,   係 咪 ?",噉 所以 就算 啫 係 以前 屋企 呀 有 有 有 座 觀音 啊 嗰啲 嘢 啊 係咪
--,,"我 啫 係 - -   哦 同 埋 呢 ,   我",我 啫 係 哦 同埋 呢 我
--,,"啲 電 腦 啊 : :   手 機 啊 嗰 啲 全 部 搞 晒 中 文 ,   係 因 為 呢 要 . .   導 致 要 - -   要 逼 自 己 . .",啲 電腦 啊 手機 啊 嗰啲 全部 搞 晒 中文 係 因為 呢 要 導致 要 要 逼 自己
--,,"啫 係 有 啲 人 啊 啫 係 尤 其 我 龍 舟 隊 都 - -   都 識 嘅 ,   都 識 ,",啫 係 有啲 人 啊 啫 係 尤其 我 龍舟 隊 都 都 識 嘅 都 識
--,,"都 會 - -   啫 係 暑 假 呢 ,   都 有 嘅 .",都 會 啫 係 暑假 呢 都 有 嘅
--,,啫 係 睇 @ - -   睇 你 講 邊 個 囉 .,啫 係 睇 睇 你 講 邊個 囉
--,,從 小 學 - -,從小 學
--,,掉 - -,掉
--,,"同 埋 我 覺 得 學 捷 克 文 呢 我 識 - -   我 會 自 然 會 識 埋 波 蘭 文 啊 ,   跟 住 慢 慢 慢 慢 都 識 埋 . .",同埋 我 覺得 學 捷克 文 呢 我 識 我 會 自然 會 識 埋 波蘭 文 啊 跟住 慢慢 慢慢 都 識 埋
--,,"嗰 啲 嘢 呢 ,   係 咪 ?   ,   啫 係 好 似 我 . .   ( 烏 ) 混 - -   混 淆 咗 - -   混",嗰啲 嘢 呢 係咪 啫 係 好似 我 烏 混 混淆 咗 混
--,,"嗰 啲 嘢 呢 ,   係 咪 ?   ,   啫 係 好 似 我 . .   ( 烏 ) 混 - -   混 淆 咗 - -   混",嗰啲 嘢 呢 係咪 啫 係 好似 我 烏 混 混淆 咗 混
--,,"啫 係 呢 度 好 多 人 唔 明 ( 白 ) ,   我 哋 係 美 國 人 ,   係 咪 ? ,   亦 - -   . .   如 果 返 去 : :",啫 係 呢度 好多 人 唔 明 白 我哋 係 美國人 係咪 亦 如果 返去
--,,"啫 係 例 如 啊 ,   啊 講 - -   講 - -   啫 係 多 謝 啊 ,   係 咪 ?   ,   我 都 會 打 好 似 話 ( 呢 幾 個 字 ) 噉 樣 ,   係 咪 ?",啫 係 例如 啊 啊 講 講 啫 係 多謝 啊 係咪 我 都 會 打 好似 話 呢 幾 個 字 噉樣 係咪
--,,"啫 係 例 如 啊 ,   啊 講 - -   講 - -   啫 係 多 謝 啊 ,   係 咪 ?   ,   我 都 會 打 好 似 話 ( 呢 幾 個 字 ) 噉 樣 ,   係 咪 ?",啫 係 例如 啊 啊 講 講 啫 係 多謝 啊 係咪 我 都 會 打 好似 話 呢 幾 個 字 噉樣 係咪
--,,"所 以 就 - -   . . .   所 以 好 多 人 就 - -   好 多 人 都 會 問 ,   係 咪 ?   啫 係 ,   你 點 解 你 - -   你 呢 度 出 世 點 解 你 . .   噉 ,   噉 ( 醒 x ) ,   係 咪 ?",所以 就 所以 好多 人 就 好多 人 都 會 問 係咪 啫 係 你 點解 你 你 呢度 出世 點解 你 噉 噉 醒 係咪
--,,"所 以 就 - -   . . .   所 以 好 多 人 就 - -   好 多 人 都 會 問 ,   係 咪 ?   啫 係 ,   你 點 解 你 - -   你 呢 度 出 世 點 解 你 . .   噉 ,   噉 ( 醒 x ) ,   係 咪 ?",所以 就 所以 好多 人 就 好多 人 都 會 問 係咪 啫 係 你 點解 你 你 呢度 出世 點解 你 噉 噉 醒 係咪
--,,"所 以 就 - -   . . .   所 以 好 多 人 就 - -   好 多 人 都 會 問 ,   係 咪 ?   啫 係 ,   你 點 解 你 - -   你 呢 度 出 世 點 解 你 . .   噉 ,   噉 ( 醒 x ) ,   係 咪 ?",所以 就 所以 好多 人 就 好多 人 都 會 問 係咪 啫 係 你 點解 你 你 呢度 出世 點解 你 噉 噉 醒 係咪
--,,"啊 : :   飲 ( 咪 ) 珍 珠 奶 茶 啊 : :   ,   表 面 上 佢 哋 - -   咪 變 咗 佢 哋 有 自 己 個 獨 立 嘅 文 化 囉 .",啊 飲 咪 珍珠奶茶 啊 表面上 佢哋 咪 變 咗 佢哋 有 自己 個 獨立 嘅 文化 囉
