original,cleaned,annotation_text_before,annotation_text_after
 pno -- I'm ,pno I'm,"Or like, there's certain words that I just can't like, pronunciate like... um:: .. pno -- I'm not even going to try but like, uh: it's like, words with like, P-N?",Or like there's certain words that I just can't like pronunciate like um pno I'm not even going to try but like uh it's like words with like P N
"ith like, P-N?",ith like P N,"Or like, there's certain words that I just can't like, pronunciate like... um:: .. pno -- I'm not even going to try but like, uh: it's like, words with like, P-N?",Or like there's certain words that I just can't like pronunciate like um pno I'm not even going to try but like uh it's like words with like P N
"ike, conversational-wise, work",ike conversational wise work,"English is just all around like, conversational-wise, work-wise, personal life.",English is just all around like conversational wise work wise personal life
"ise, work-wise, pers",ise work wise pers,"English is just all around like, conversational-wise, work-wise, personal life.",English is just all around like conversational wise work wise personal life
Sund -- Sund,Sund Sund,Uh:: Sund -- Sunday.,Uh Sund Sunday
 pno -- uh -,pno uh,"I can't say really that full word, like um, pno -- uh -- ... Uh, pnomia?",I can't say really that full word like um pno uh Uh pnomia
- uh -- ... ,uh,"I can't say really that full word, like um, pno -- uh -- ... Uh, pnomia?",I can't say really that full word like um pno uh Uh pnomia
it's -- I do,it's I do,Um:: ... I think it's -- I don't.. really know how I feel.. much about that.. to be honest?,Um I think it's I don't really know how I feel much about that to be honest
 -- wh -- wh,wh wh, -- wh -- which ,wh which
- wh -- whic,wh whic, -- wh -- which ,wh which
 -- Simplifi,Simplifi, -- Simplified?,Simplified
 I'm -- gonn,I'm gonn," like, and I'm, like in a restaurant that speaks English I'm -- gonna think harder?",like and I'm like in a restaurant that speaks English I'm gonna think harder
like conversational-wise yes?,like conversational wise yes,I feel like conversational-wise yes?,I feel like conversational wise yes
", um -- flue",um flue,"playground, speaking English, like, it was a lot of mixed, languages, at the same time so, not like um, like, fully:: like, comprehentive, um -- fluent in Cantonese, but like understand a majority of it.",playground speaking English like it was a lot of mixed languages at the same time so not like um like fully like comprehentive um fluent in Cantonese but like understand a majority of it
d... quote-unquote like,d quote unquote like,"Um:: just like, some random friends, like some word:: .. pronunciation that just doesn't sound... quote-unquote like, accurate?",Um just like some random friends like some word pronunciation that just doesn't sound quote unquote like accurate
l um -- for ,l um for, schedule for all um -- for the people that work for this company.,schedule for all um for the people that work for this company
ting like fifty-fifty?,ting like fifty fifty,"That, I wasn't getting like a hundred percent exposure to one or the other language, I was getting like fifty-fifty?",That I wasn't getting like a hundred percent exposure to one or the other language I was getting like fifty fifty
"ore like, conversational-wise?",ore like conversational wise,"Uh I feel like, their English is more grammatically correct, versus mine's is more like, conversational-wise?",Uh I feel like their English is more grammatically correct versus mine's is more like conversational wise
" -- um, vari",um vari," -- um, variety.",um variety
nd.. like --,nd like,"Um:: I think it, kind of sound.. like --",Um I think it kind of sound like
 in -- sim -,in sim, in -- sim -- a similar setting and situation.,in sim a similar setting and situation
 sim -- a si,sim a si, in -- sim -- a similar setting and situation.,in sim a similar setting and situation
 I s -- appa,I s appa,"sushi, I s -- apparently say it differently than how they say it?",sushi I s apparently say it differently than how they say it
", fa -- clos",fa clos,"Um, Cantonese I mostly speak with close, uh, fa -- close friends and close -- and like family obviously.",Um Cantonese I mostly speak with close uh fa close friends and close and like family obviously
lose -- and ,lose and,"Um, Cantonese I mostly speak with close, uh, fa -- close friends and close -- and like family obviously.",Um Cantonese I mostly speak with close uh fa close friends and close and like family obviously
nece -- just,nece just,"Not, nece -- just X uh, like, kind of like... they're not as immersive in it, like not really knowing like the history, they're just celebrating it because they know like their parents celebrate it, but I feel like as the generation -- as they have kids, and -- or like, my friends having kids and their kids having kids they... will slowly lose like, kind of like the identity of like, what it really means to, like, be Chinese, like really knowing like, all the different festivals like why we have, Moon Festival, why we have Mid-Autumn Festivals, like all those traditions.",Not nece just uh like kind of like they're not as immersive in it like not really knowing like the history they're just celebrating it because they know like their parents celebrate it but I feel like as the generation as they have kids and or like my friends having kids and their kids having kids they will slowly lose like kind of like the identity of like what it really means to like be Chinese like really knowing like all the different festivals like why we have Moon Festival why we have Mid Autumn Festivals like all those traditions
